,0
"He is scanning Sarah's address book, turning a page every two seconds.",1
C.U. - TERMINATOR his eyes tracking rapidly,1
"His skin is waxy, WHITE, BRUISED,",1
GANGRENOUS in places,1
He ignores the FEW FLIES crawling on his face.,1
CUT TO:,0
Showing Sarah's book.,1
In microseconds the handwritten entries are translated into CRT-type characters and displayed to one side of the screen,1
This updates instantly as the page is turned.,1
CUT TO:,0
A MIDDLE-AGED MAN with a torn T-shirt covering his paunch knocks on the door,1
He is wheeling a trash cart.,1
MAN,1
"Hey, buddy, you got a dead cat in there of what?",1
CUT TO:,0
TIGHT ON TERMINATOR as he looks up.,1
CUT TO:,0
The digitized image PANS to the door and a LOGIC-FLOW,1
DIAGRAM appears overlaid in color-coded words,1
It con- cluded with a list of potential appropriate responses,1
YES/NO,1
OR WHAT,1
GO AWAY,1
PLEASE COME BACK LATER,1
FUCK YOU,1
"FUCK YOU, ASSHOLE",1
"The last begins to FLASH, and enlarges to fill the screen.",1
CUT TO:,0
 RESUME ANGLE,5
TERMINATOR,2
"Fuck you, asshole.",3
He returns to his scan.,1
CUT TO:,0
The man shrugs and walks down the hall.,1
CUT TO:,0
EXT,5
MOTEL,5
DAY,6
The two fugitives walk toward an economy motel of the two-story park-by-the-door variety.,1
"Sarah turns to wave as a TRACTOR-TRAILER pulls away noisily, heading back to the Interstate",1
The driver answers her wave out the side window,1
Reese stops for a moment outside the motel office to pet a GERMAN SHEPHERD sitting on the porch.,1
The dog wags its tail and licks his hand.,1
Reese opens the door and they go in.,1
CUT TO:,0
Reese pulls a crumpled wad of bills from his jeans and shows it to Sarah.,1
REESE,2
Is this enough?,3
SARAH,2
Yes,3
And I don't want to know where you got it.,3
"She turns to the desk clerk, a female version of the pawn- shop lizard.",1
SARAH,2
(to clerk),4
We need a room...with a kitchen.,3
CUT TO:,0
202     INT. MOTEL ROOM - DUSK,4
Kyle and Sarah enter the spartan room.,1
SARAH,2
I'm dying for a shower,3
You could use one too,3
And we'd better check that bandage.,3
REESE,2
Later,3
I'm going out for materiel,3
Keep this.,3
He hands her the .38 he took off the detective.,1
"She takes it without thinking as he leaves then realizes that she has A LOADED GUN IN HER HAND, without the slightest idea of how to use it",1
She lays it gently on the dresser.,1
"As an afterthought, she turns it with one finger so that it is pointing the other way.",1
Sarah moves the curtain slightly and looks outside.,1
CUT TO:,0
Reese walks away toward a commercial area visible down the road.,1
CUT TO:,0
"Sarah is on the phone, her hair still wet from a shower.",1
She sits on the bed with a towel wrapped around her.,1
SARAH,2
"...No, Mom, I can't tell you where I am",3
I was told not to say.,3
SARAH'S MOM (V.O.),2
(filtered),4
"But honey, I need to know where",3
I can reach you or I'll be worried sick,3
It turns out I can't stay up here...the electricity's off...and I don't know just where I'll be.,3
"Sarah hesitates, then",1
SARAH,2
"Okay, here's the number",3
Are you ready?,3
SARAH'S MOM (V.O.),2
(filtered),4
Go ahead.,3
CUT TO:,0
"SLOW PAN around the room as the conversation between Sarah and her Mom continues, completely VOICE OVER.",1
SARAH (V.O.),2
(filtered),4
It's 408-972-1439,3
Room 14.,3
SARAH'S MOM (V.O.),2
(filtered),4
I got it.,3
"The PAN continues, revealing an overturned chair.",1
SARAH (V.O.),2
(filtered),4
"Okay, I've gotta go",3
"I'm sorry I can't tell you very much now, Mom",3
I love you.,3
The PAN comes to a table,1
Smashed plates,1
Spilled coffee.,1
A spatter of blood,1
A phone,1
It follows the phone cord onto Terminator in CLOSE-UP as he continues in a perfect simulation of her mother's voice...,1
TERMINATOR (MOTHER'S VOICE),2
"I love you too, sweetheart.",3
CUT TO:,0
"Sarah hangs up the phone, vaguely disturbed.",1
CUT TO:,0
Terminator rapidly dials the number Sarah gave.,1
TERMINATOR (HIS VOICE),2
Hello.,3
(pause),4
Tell me your address there.,3
CUT TO:,0
TIGHT ON SEVERAL GROCERY BAGS covering the counter beside the hot-plate in the tiny apartment.,1
Reese's hands split one open and its contents spill out.,1
FULL SHOT,1
Sarah looks through Reese's haul.,1
SARAH,2
Let's see,3
Corn syrup.,3
Ammonia,3
Moth balls...,3
Mmm,3
What's for dinner?,3
REESE,2
(preoccupied),4
Plastique.,3
"There are also boxes of shotgun shells, road flares, tape, scissors, pans, a strainer and many other odd utensils, substances, chemicals.",1
SARAH,2
What's that?,3
REESE,2
"Nitroglycerin, basically.",3
Bit more stable,3
I learned howto make it when I was a kid.,3
Sarah looks a bit stricken as she contemplates the evening ahead.,1
CUT TO:,0
The dashlight illuminated Terminator from beneath as he drives through the night,1
He looks like Death,1
His left eye glows a faint red in the darkness.,1
CUT TO:,0
INT,5
MOTEL ROOM,5
NIGHT,6
A heartwarming domestic scene.,1
Sarah and Kyle have pulled the dresser out to use as a worktable,1
"Pans, packages and bottles clutter the kitchen,",1
B.G,1
"On the table between them are eight ten-inch lengths of PLUMBER'S PIPE, threaded each end",1
Kyle is showing,1
Sarah how to tamp the HIGH-EXPLOSIVE PUTTY into the pipe bombs and seal them shut.,1
REESE,2
"Make sure there's none on the threads, like this",3
Now screw the end-cap on...very gently.,3
SARAH,2
You must have had a fun child- hood.,3
REESE,2
That's good,3
"Now, seven more like that while I make fuses.",3
SARAH,2
"I was thinking, there's so much I've got to show you when we get through this.",3
"It's mind boggling, the pos- sibilities...Disneyland, the beach, movies...matinees with popcorn and foot-long hot dogs...",3
REESE,2
Hot dogs?,3
SARAH,2
"I want to buy you a hot dog so bad,Kyle...all the things you've never seen and done",3
"You're here, but wherever you go, and whatever you touch, you bring the war with you.",3
REESE,2
My whole life has been combat.,3
SARAH,2
I want it to be over for you.,3
REESE,2
Not possible.,3
SARAH,2
I want it to be over for me too.,3
"I feel like I slipped over some invisible line, that I'm in your world now",3
"Everything's the same, but I see it differently.",3
"It's like, there's you and me, and him...but nobody else can understand or help or even touch us.",3
Reese looks up and finally catches her gaze,1
He reaches out for her hand and it seems he may be taking it to comfort her.,1
But he turns her wrist to read her watch.,1
REESE,2
We'll head out at 0200.,3
That gives you four hours to sleep if you want,3
I'll finish.,3
CUT TO:,0
"ANGLE ON TABLE - The bombs are neatly ranked, finished.",1
A nylon satchel lies nearby,1
The mess is cleaned up.,1
WIDE SHOT reveals Reese sitting in silent vigil at the window,1
"The room is dark, lit only by a streetlight outside.",1
Sarah is asleep on the bed.,1
"Reese sits cross-legged, shirtless, his body held rigid.",1
The image of discipline,1
The .357 is held loosely in one hand on his lap,1
There is a fresh bandage on his shoulder.,1
Sarah wakes up and goes to him in the darkness,1
"He looks at her for a moment as she sits beside him, then back outside.",1
SARAH,2
"He'll find us, won't he?",3
REESE,2
Probably,3
"Sarah, if I get zeroed...",3
SARAH,2
Don't say that.,3
REESE,2
"If I do, you have to get away, disappear without a trace.",3
"Different country, different name, everything",3
In case they send another one.,3
SARAH,2
"It'll never be over, will it?",3
"Look at me, I'm shaking.",3
"Some legend, huh?  You must be pretty disappointed.",3
REESE,2
No,3
I'm not.,3
Several beats before Sarah speaks again,1
Her eyes seem luminous in the dark.,1
SARAH,2
(softly),4
"Kyle, the women in your time...what were they like?",3
REESE,2
Good fighters.,3
SARAH,2
That's not what I meant.,3
Was there someone special?,3
REESE,2
Someone?,3
SARAH,2
A girl,3
You know.,3
REESE,2
(mechanically),4
No.,3
(pause),4
Never.,3
"He looks away, outside the window",1
SARAH,2
(softly),4
I'm sorry.,3
Sarah studies him for a moment.,1
"She's sitting slightly behind him and she puts her hands on his shoulders and back, tracing the lines of his scars with her fingertips.",1
SARAH,2
So much pain.,3
REESE,2
Pain can be controlled.,3
You disconnect it.,3
SARAH,2
And so you feel nothing.,3
REESE,2
It's better that way.,3
SARAH,2
(with great sympathy),4
"Oh, Kyle.",3
"Reese takes a long, slow breath before he answers, and when he does his voice has a new quality, an unfamiliar tenderness.",1
REESE,2
John Connor gave me a picture of you once,3
I never knew why,3
It was very old,3
Torn.,3
Faded,3
"You were young, like you are now",3
You weren't smiling...just a little sad...,3
I always wondered what you were thinking at that second.,3
"He closes his eyes, reaches toward her",1
"His fingertips trace the contour of her nose, chin, cheeks.",1
REESE,2
(continuing),4
"I memorized every line, every curve...",3
"He opens his eyes, looking right at hers.",1
REESE,2
(continuing),4
"Sarah, I came across time for you",3
I love you.,3
I always have.,3
Sarah is quietly overwhelmed.,1
Reese looks away.,1
REESE,2
(continuing),4
I'm sorry,3
I shouldn't have said...,3
SARAH,2
Kyle...,3
She leans forward and kisses him.,1
His face is frozen,1
A mask.,1
"She continues, tenderly.",1
He begins to respond.,1
"The dam breaks and he holds her in a tight, trembling embrace, clinging to her like life itself.",1
Kyle picks her up and carries her to the bed.,1
"She kisses his neck and chest, tracing his scars with her lips.",1
He unbuttons her blouse very slowly.,1
Sarah guides his powerful hands over her.,1
A SEQUENCE OF CUTS.  DETAILS.  IMPRESSIONS.,1
"Sarah, a very close angle, as she grimaces in divine agony.",1
"Reese, his face rapt.",1
"His hand, clutching the pillow as if to kill it.",1
"It is explosive, torrential",1
A confluence of fate and will.,1
CUT TO:,0
TIGHT ON SARAH AND REESE in each other's arms,1
"Lying across his chest, she surveys his face as his eyes close drowsily.",1
SARAH,2
I bet you're ticklish.,3
REESE,2
(uncompre- hending),4
Ticklish?,3
Sarah's hand moves OUT OF FRAME,1
"After a moment Reese looks down, puzzled.",1
REESE,2
What are you doing?,3
SARAH,2
(continuing doggedly),4
You'll beg for mercy in a second.,3
Reese seems unperturbed,1
Finally he begins to squirm.,1
REESE,2
I don't think I like this.,3
SARAH,2
You're not supposed to.,3
Now Reese is becoming desperate,1
A grimace spreads across his face,1
It becomes a grin,1
"Then he's laughing, trying to escape but she won't let him, and they collapse, laughing together.",1
"Sarah gazes at his grin, a glimpse of the Reese that might have been, in another life.",1
A moment later the grin vanishes at the sound of dogs barking outside.,1
"Reese is off the bed in an instant, crouched tense, eyes alert",1
Feral as ever.,1
REESE,2
(whispering),4
Listen to the dogs.,3
CUT TO:,0
EXT,5
MOTEL OFFICE,5
NIGHT,6
"The German Shepherd, barking furiously, LUNGES TOWARD",1
"CAMERA repeatedly, at the end of a chain.",1
"A dark figure moves by in the F.G., out of the dog's reach.",1
CUT TO:,0
"The digitized view is image-intensified, bright and stark as a lunar landscape",1
PAN OFF the lunging dog to the row of rooms facing the parking lot.,1
HANDHELD as we approach the doors.,1
It is WIDE ANGLE and the barrel of the AR-180 is visible at the bottom of FRAME.,1
The nearest vehicle parked in front is a LARGE PICKUP TRUCK,1
"WITH TWO DIRT BIKES lashed in the bed, seen prominently as we pass.",1
The POV approaches a door,1
Number 14.,1
The door is KICKED OPEN.,1
Moving inside.,1
"The assault rifle sprays the room, exploding the indistinct forms on the bed",1
Staccato glare,1
Approaching the bed.,1
Nothing there put the shredded remain of sheets and pillows.,1
"The POV shifts to the BACK DOOR, which is ajar, and moves toward it",1
Through the door,1
Revealing an EMPTY YARD.,1
CUT TO:,0
"Reese is under the dash, playing with the wires.",1
"Sarah lies on the seat, clutching the nylon satchel, which bulges with the explosive charges",1
She has dressed hastily and is barefoot.,1
REESE,2
Light it now.,3
Sarah has been holding a BIC LIGHTER near the tip of a fuse.,1
She thumbs the flame on,1
The fuse catches as Reese twists the wires and the engine starts to turn over.,1
CUT TO:,0
Terminator spins at the sound of the truck engine catching.,1
"FAST PANAGLIDE WITH HIM as he runs the length of the suite, stops outside the front door.",1
Whips the AR to his shoulder.,1
The truck is BACKING WILDLY across the lot B.G.,1
"Terminator turns, looking into CAMERA as a SIZZLING SOUND becomes audible.",1
"DETAIL - PIPE CHARGE, lying just inside the door, in the shadows",1
The fuse is burning.,1
"WIDE SHOT - On doorway, from the parking lot, as Terminator takes two leaping strides forward and the CHARGE EXPLODES.",1
The front of the building is BLOWN TO KINDLING.,1
Terminator is flung forward by the blast.,1
CUT TO:,0
PANNING RAPIDLY as the truck shoots out of the parking lot and tears down the street.,1
CUT TO:,0
"Terminator lies face down, motionless, F.G., as the debris from the blast settles",1
"A YOUNG GUY ON A HONDA 750 crosses the parking lot and stops near him, running forward.",1
"Terminator starts to get up, moving slowly.",1
RIDER,2
(crouching be- side him),4
"Don't try to move, buddy.",3
"MOVING WITH TERMINATOR as he shoves the cyclist aside and approaches the BIKE, which is STILL RUNNING.",1
CUT TO:,0
"Digitized POV, approaching the cycle",1
"The image reduces to GRAPHIC OUTLINES, with separate systems COLOR-CODED.",1
"It breaks down suddenly into individual SIDE, TOP and PLAN",1
VIEWS,1
All in less than four seconds.,1
CUT TO:,0
"Reese slides the truck into an ON-RAMP and guns in onto the freeway, burying the throttle",1
Traffic is light...a few,1
18-wheelers,1
The truck tops out at 110 and he holds it.,1
They flicker rapidly through pools of light and shadow.,1
ANGLE OVER REESE'S SHOULDER as they hurtle forward,1
An interchange flashes by in an instant.,1
"PACING WITH THE TRUCK, looking back as a single headlight arcs radically across all lanes behind them and grows",1
"BRIGHTER, CLOSING.",1
CUT TO:,0
EXT,5
FREEWAY,5
NIGHT,6
LOW WIDE ANGLE preceding Terminator on the bike,1
"He is tucked, getting as much speed as possible out of the 750.",1
"As he GAINS ON THE CAMERA, FILLING FRAME, he unslings the assault rifle",1
Raises it against the windstream in a one- handed pistol grip.,1
CUT TO:,0
Reese motions Sarah to keep her head down,1
He pulls the,1
Colt Python from his coat pocket,1
"Steering with his elbows, he checks the load",1
Snaps the cylinder shut,1
Glances in the rear mirror,1
Turns the wheel.,1
CUT TO:,0
"WIDE ANGLE, following close to Terminator, as he closes on the pickup, B.G",1
"The truck swerves suddenly, diving around a TRACTOR-TRAILER",1
Terminator leans hard to follow.,1
LOW WIDE ANGLE preceding the pickup and Terminator as they swerve as high speed,1
Reese uses the slow semis as static obstacles,1
"He misses them by inches, TIRES SQUEALING.",1
"ANGLE OVER SARAH'S SHOULDER, through the front window as the back of a SEMI-TRAILER hurtles toward them, straight ahead.",1
"HIGH ANGLE, following both vehicles as Reese feints RIGHT and then skids LEFT",1
He slides toward the trailer in a,1
FOUR-WHEEL DRIFT as Terminator commits to the right.,1
M.C.U,1
#NAME?,1
"SIDE ANGLE - PASSING TRUCK-TRAILER, bullets strafe across it as the pickup vanishes behind",1
"Terminator skids the bike, barely missing an abutment, and is forced onto an",1
OFF-RAMP.,1
LOW SIDE ANGLE preceding Terminator as he roars down the off-ramp without slowing,1
Runs the red light at the bottom as a hundred miles an hour,1
Climbs the ON-RAMP.,1
CUT TO:,0
Sarah is buffeted as Reese fights to control the skidding truck,1
"The angle is past Reese, F.G., on Sarah.",1
"Terminator appears B.G., converging rapidly as the on-ramp joins the freeway.",1
REESE,2
Switch places with me.,3
She slides over him while he keeps the hammer down.,1
CUT TO:,0
"Reese is out the window to the waist, aiming double- handed",1
He FIRES,1
ONCE,1
TWICE,1
AGAIN.,1
They enter an interchange,1
"Ahead lies a LONG, SWEEPING",1
"CURVE, two lanes wide and elevated.",1
"Terminator rocks back from a round between the eyes that bares metal, the FIRES.",1
Bullets rake the pickup.,1
The windows are blown out.,1
The side mirror explodes.,1
Reese is hit,1
Drops the .357.,1
"Sarah screams and weaves, barely in control.",1
CUT TO:,0
Sarah reaches across and pulls Reese's limp body back inside,1
"He slumps on the seat, moaning",1
Stunned.,1
SARAH,2
Kyle...oh God...,3
He has a bullet in the chest,1
Another has broken his arm.,1
Sarah feels all hope recede.,1
CUT TO:,0
"Terminator crosses behind the truck, coming up on Sarah's side.",1
He FIRES.,1
Sarah shrieks as the doorpost next to her head CLANGS WITH,1
HITS.,1
The short burst EMPTIES THE GUN.,1
"It CLATTERS TO THE PAVEMENT a moment later, discarded.",1
Terminator draws the .38,1
Takes aim.,1
Sarah SCREAMS,1
HITS THE BREAKS HARD,1
CRANKS THE WHEEL.,1
GLASS behind her EXPLODES with gunfire.,1
"SWERVING VICIOUSLY the truck SLAMS THE BIKE, sending it",1
FLYING INTO A GUARDRAIL,1
Terminator goes over the handle bars at a hundred miles per hour.,1
CUT TO:,0
"Sarah fights the wheel, losing control of the slewing pickup.",1
"Terminator hits the pavement, tumbling, rolling, sliding with a CHATTERING SCREECH and spraying sheets of SPARKS as flesh strips away and steel screams on concrete.",1
"The pickup SWAPS ENDS violently, smashing into the guardrail.",1
"Terminator hits the guardrail, bounces up, tumbles along the top and then pitches OUT INTO SPACE.",1
"Terminator smashes to the pavement in the middle lane and lies there, face-down",1
Still.,1
Sarah is slammed hard as the truck grinds to a stop against the guardrail,1
She checks Kyle,1
He is barely conscious.,1
Sarah heaves open the door,1
Runs to the guardrail,1
Looks down.,1
After a long moment Terminator slowly rolls over and sits up.,1
"LOW ANGLE as he rises into FRAME, a mass of blood",1
Clothing and skin in tatters.,1
HEADLIGHTS FLARE behind him and an AIRHORN BLARES.,1
FULL SHOT as a DOUBLE-TRAILER KENWORTH GASOLINE TANKER smashes him down and under with a METALLIC CRASH.,1
"ANGLE UNDER TANKER as Terminator rolls, clattering, and the mass blurs above him",1
He RICOCHETS between the pavement and the speeding undercarriage until a stray bounce flings him up into the rear suspension.,1
"UP ANGLE ON SARAH at the railing, looking down",1
She raises one fist into the air triumphantly.,1
SARAH,2
Alriiight!,3
The stunned DRIVER hits the brakes,1
His PARTNER grabs his arm.,1
PARTNER,2
Don't stop.,3
They lock eyes for a moment.,1
DRIVER.,2
"I have to, man.",3
ANGLE UNDER THE REAR TRAILER,1
Terminator clings with inhuman strength to the rear suspen- sion,1
The pavement blurs by beneath him,1
The air brakes howl.,1
Sarah watches the truck roll on without leaving a body in its wake.,1
She feels a premonitory dread.,1
"Beneath the braking  semi, Terminator CRAWLS UPSIDE DOWN, hand over hand like a HUMAN FLY, toward CAMERA",1
The left eye GLOWS LIKE A COAL in the dark,1
As the pavement stops beneath him he drops off and rolls out from under the truck.,1
The driver looks around in astonishment as his door is ripped open.,1
Terminator appears,1
A grisly apparition.,1
FLINGS THE DRIVER OUT and takes his place behind the wheel.,1
"Ignoring the terrified partner, he examines the controls.",1
CUT TO:,0
In digitized cyborg-vision we see an ABSTRACT OF THE,1
INSTRUMENTS,1
The shift lever is extended graphically down into a three-dimensional SCHEMATIC OF THE TRANS-,1
MISSION,1
Analytical DATA PRINTS OUT RAPID-FIRE.,1
CUT TO:,0
EXT,5
FREEWAY OVERPASS,5
NIGHT,6
"From the railing Sarah sees the tanker below as a body falls beside it, rolling.",1
The truck swings in a slow arc.,1
TEARS THROUGH THE DIVIDING FENCE.,1
Heads back toward her on the wrong side of the freeway.,1
She stares in numb horror.,1
The nightmare refuses to end.,1
"She runs to the crippled pickup and sees a front tire flat, shredded by a crumpled fender.",1
She searches the cab frantically for the KEYS TO THE,1
MOTORCYCLES,1
Finds them above the sun visor.,1
Sarah leaps into the bed of the pickup and attacks the motorcycle strap-downs frantically.,1
Panting with terror she rolls the bike off the truck.,1
It crashes on its side and she falls on it painfully.,1
"Straining until she CRIES OUT INVOLUNTARILY, she lifts it upright.",1
KICKS the engine over.,1
LOW ANGLE as the tanker crashes back through the divider and starts,1
UP THE OVERPASS,1
Sarah is trapped in that concrete corridor.,1
She kicks for her life.,1
The bike catches for a moment,1
Dies.,1
"The truck BELLOWS, down-shifting on the curving grade.",1
"Sarah kicks again and again, crying out with each stroke.",1
"Again and again, furiously.",1
The engine CATCHES.,1
SARAH,2
(rapidly),4
"Come on, come on, come on",3
"...run, you...",3
The bike runs with a healthy roar.,1
"LOW ANGLE up the face of the tractor-trailer, the retaining wall blur- ring by",1
Terminator's red eye can be seen through the wind- shield.,1
"Sarah drags Reese, stumbling,to the bike, props him on the seat behind her",1
He clutches the satchel weakly.,1
SARAH,2
"Hold on real tight, okay?",3
She guns the engine and roars off.,1
"LOW ANGLE as the tanker demolishes the pickup a moment later, TOSSING",1
IT OVER THE SIDE LIKE A BEER CAN.,1
"Sarah hits level freeway with a quarter-mile lead on the tanker, distant B.G., but the little bike is overloaded and she can't coax it above seventy-five.",1
"ANGLE ON TANKER roaring forward, shifting up through the gears.",1
"CLOSE ON SARAH AND KYLE, his head lolling on her shoulder.",1
He starts to fall sideways.,1
SARAH,2
(shouting),4
"Hold on, goddamnit!",3
"He rouses slightly, gripping her tighter.",1
HIGH ANGLE - MOVING WITH BOTH VEHICLES as Sarah starts to,1
ZIGZAG desperately across all four lanes,1
"The truck stays with her, closing, its trailer WHIPLASHING VIOLENTLY.",1
The truck is right behind them as then enter a TUNNEL.,1
A half-mile of exitless concrete and strobing fluorescent lights.,1
M.C.U,1
#NAME?,1
Sarah hunches down,1
They hit eighty.,1
"FULL SHOT - The leviathan dwarfs them, its big tires ROARING like the hubs of Hell.",1
CUT TO:,0
The tanker is twenty feet behind them as they clear the tunnel,1
Sarah dodges to one side and LOCKS THE BRAKES.,1
"The bike slides, fish-tailing.",1
"The truck roars past, hitting the air-brakes.",1
The trailers force her closer and closer  to the guardrail as Terminator tries to sandwich her.,1
The bike slides to a stop.,1
The rearmost set of trailer wheels slams into the guardrail right in front of Sarah.,1
"Sarah emerges from a cloud of tire smoke, cutting across all four lances behind the stopped semi.",1
CUT TO:,0
EXT,5
FREEWAY EMBANKMENT,5
NIGHT,6
"Sarah tries to ride down the steep embankment but loses control, spilling the bike",1
She and Kyle tumble down the slope.,1
"MOVING WITH HER as she scrambles, half-dragging Kyle, through a row of trees at a chainlink retaining fence",1
"She crawls under the fence, tugs Kyle and the satchel through after.",1
Sarah looks up at the source of a SUDDEN THUNDEROUS ROAR.,1
CUT TO:,0
ANGLE ON TANKER         ,5
"It appears above them, grinding over the embankment",1
"It rolls down the steep slope TOWARD CAMERA, FLATTENING TREES.",1
CUT TO:,0
Sarah and Kyle scramble up and run across the STORAGE LOT of a MODERN FACTORY COMPLEX of LOW BUILDINGS,1
"Kyle struggles to keep up, holding the satchel.",1
"LIKE A JUGGERNAUT the truck follows, smashing through parked cars and FLATTENING A PRE-FAB STORAGE BUILDING.",1
They enter an alley-like space between two buildings.,1
Kyle is fumbling to open the satchel.,1
ANGLE BACK as the tanker enters the alley,1
It TEARS THE,1
CORNER OFF ONE BUILDING as it turns in,1
Terminator looks down from his mountain of steel.,1
CUT TO:,0
"OVER TERMINATOR'S SHOULDER, looking down at a tiny figure below, running in the headlights' glare",1
"It is Sarah, alone.",1
CUT TO:,0
EXT,5
ALLEEY,5
NIGHT,6
Reese crouches in a TRASH-DUMPSTER which is sandwiched between the wall and the tanker,1
There are only inches of clearance as the trailers pass by.,1
"He lights a PIPE CHARGE, jumps up and wedges it under the tank-cylinder of the second trailer.",1
He ducks as it rolls on.,1
Sarah is stumbling in the glare of the truck's lights.,1
E.C.U,1
#NAME?,1
M.C.U,1
#NAME?,1
C.U,1
#NAME?,1
CUT TO:,0
LOW WIDE ANGLE ON SARAH AND TRAILER (PROCESS SHOT) ,5
The REAR TRAILER EXPLODES,1
An unbelievable FIREBALL ERUPTS,1
"SKYWARD, silhouetting Sarah's running figure F.G.",1
"The dumpster is enveloped by fire and hurled, rolling, down the alley.",1
Sarah makes it around a corner as the FORWARD TRAILER,1
"EXPLODES and an OCEAN OF FLAME rolls forward, blasting by her.",1
"The dumpster topples and Kyle rolls out, surrounded by fire.",1
248/FX  SEQUENCE - TERMINATOR                                  248/FX,0
In the center of the inferno Terminator struggles violently.,1
His FLESH FIRES AND SIZZLES,1
He tears loose from the,1
TWISTED WRECKAGE and collapses to the ground,1
Sinks into a CHARRED MASS,1
STOPS MOVING.,1
C.U,1
CUT TO:,0
EXT,5
ALLEEY,5
NIGHT,6
Sarah crawls away from the intense heat and lies watching the motionless figure in the blaze.,1
"Sarah rounds the corner, staggering, searching.",1
"She sees Kyle crumpled face-down near the dumpster, sheltered from the heat by its mass.",1
She drags his away,1
Rolls him over.,1
C.U,1
#NAME?,1
He opens his eyes,1
REESE,2
(weakly),4
Sarah.,3
SARAH,2
"We did it, Kyle",3
We got it.,3
She hugs him.,1
CUT TO:,0
250/FX  FULL SHOT (PROCESS)                                    250/FX,0
"They hold the embrace, silhouetted by the diminishing flames.",1
It would be a wonderful final image.,1
Except...TERMINATOR STAGGERS OUT OF THE BLAZE BEHIND THEM.,1
M.C.U,1
#NAME?,1
His gleaming structure is revealed in all its intricacy,1
"No longer a 'He', but an 'It'.",1
It looks like Death rendered in steel.,1
A CHROME SKELETON with HYDRAULIC MUSCLES and TENDONS OF,1
FLEXIBLE CABLE,1
"In the sockets of the metal skull, the eyeball swivels with a WHIR of tiny servos, both glowing red now.",1
It turns slowly and fixes its gaze directly INTO CAMERA.,1
CUT TO:,0
 NIGHT                  ,6
C.U,1
#NAME?,1
"FULL SHOT (FX), as the machine takes a step toward them, dragging one MALFUNCTIONING LEG.",1
PANAGLIDE WITH KYLE AND SARAH as they stagger to their feet and run to the nearest building,1
They come to a glass door.,1
Kyle kicks it in,1
Unlatches it,1
They enter dark OFFICES to the sound of ALARMS and DISTANT SIRENS.,1
CUT TO:,0
Sarah and Kyle run down a corridor.,1
"Through a door, which they close and lock.",1
They move off down a cross-corridor.,1
"The Terminator BLASTS THE DOOR OFF ITS HINGES, F.G., and staggers through",1
It starts after their receding figures as they round the corner at the end of the hall.,1
CUT TO:,0
"Wracked, exhausted, they stumble through a maze of PARTI-",1
TIONED OFFICE CUBICLES.,1
CUT TO:,0
INT,5
CORRIDOR,5
NIGHT,6
The Terminator catches sight of them through a floor-to- ceiling window,1
It makes an unhesitating right turn through the glass.,1
Sarah and Kyle look back at the sound of SHATTERING GLASS.,1
"PANAGLIDE PRECEDING THE TERMINATOR as it crashes forward, line-of-sight, through the maze",1
It splinters partitions.,1
Flings desks out of the way.,1
FOLLOWING SARAH AND KYLE as they reach a heavy FIREDOOR and go through.,1
Kyle slides the bolts on the metal firedoor,1
Behind them are acres of machinery in darkness,1
Silence.,1
CRASH!  The Terminator hits the door from the far side.,1
Hinges SQUEAL.,1
Kyle goes to a LARGE BREAKER PANEL and opens it,1
Starts throwing switches,1
"Behind them, machines START UP ONE BY ONE.",1
SARAH,2
(panting),4
What are you doing?,3
REESE,2
(weakly),4
Cover...our footsteps...,3
"He sags, sliding down the wall",1
She pulls him up.,1
Half-carries him into the maze of machines.,1
"The dark gallery is filled with WHIRRING, CLANKING SHAPES,",1
SHATTERING CONVEYER BELTS and improbable mechanisms lashing mindlessly.,1
Reese slips to the floor and Sarah is no longer able to support him.,1
REESE,2
(faintly),4
Leave me here.,3
Sarah crouches beside him.,1
Grabs his shirt front.,1
Yells over the machines.,1
SARAH,2
I'm not leaving you anywhere you jerk,3
"Haven't you figured it out?  Kyle, John is our son.",3
Reese's eyes refocus.,1
SARAH,2
(continuing),4
There isn't going to be anybody else...I don't want anybody else,3
Listen to me!,3
"She pauses, then resumes in a commanding, military shout.",1
SARAH,2
(continuing),4
Move!  Reese! Let's go.,3
Move you ass!,3
She drags him to his feet and he staggers on.,1
Hinges SHATTER and the firedoor is hurled inward.,1
The Terminator scans the darkness.,1
ANGLE - PANNING WITH SARAH AND KYLE as they move through the machines.,1
"The cyborg steps forward, scanning methodically.",1
Sarah and Kyle move in a crouch through the treacherous tangle of pipes and machinery,1
Kyle picks up a length of pipe to use as a weapon,1
"As they climb out onto a cat- walk between the two huge mechanisms, Sarah clambers over an innocuous CONTROL PANEL.",1
Her knee inadvertently hits a RED PUSH BUTTON.,1
With a ROAR the stamping-plate of a HYDRAULIC PRESS slams down an inch from her hand.,1
"Startled, she tumbles to the catwalk.",1
The Terminator's eyes swivel as he hears the single non- rhythmic sound.,1
"Kyle and Sarah run to the end of the catwalk, but find the door there locked.",1
SARAH,2
Come on!,3
They double back to escape the cul-de-sac,1
"The Terminator steps in front of them, cutting them off.",1
REESE,2
(shouting),4
Run!,3
He pushes Sarah roughly and she stumbles away.,1
Kyle raises the pipe with his good arm as the Terminator advances.,1
REESE,2
(over his shoulder),4
"Run, damn it!",3
"She hesitates, backing away.",1
The cyborg swings at Reese,1
STEEL CLANGS ON STEEL.,1
Kyle strikes and parries but is sledgehammered back.,1
