sentence,label
Tamara writhes in pain as the spikes drive deeper into her head.,1
More blood pours forth.,1
The blood in the channels speeds up and finds the channel leading down to the sacrificial pool.,1
"Conan makes another movement toward the altar, but Khalar nimbly blocks his path.",1
KHALAR SINGH,2
"You are strong, Cimmerian, but we both know you are not my equal.",3
Conan takes the burlap sack wrapped at his hip pulls it off.,1
CONAN,2
Once you used my father to teach your son a lesson about strength.,3
Now let me teach you.,3
Conan tosses out what is inside.,1
"It falls to the ground, rolling to Khalar Singh's feet.",1
FARIQ'S HEAD,2
"Khalar looks down at the ground -- at the head of his beloved son, his eyes gone, replaced by molten metal.",1
Khalar trembles in shock and rage.,1
KHALAR SINGH,2
No.,3
"Khalar reaches for the severed head, giving Conan a brief window to rush to Tamara's side.",1
"Conan tries to lift her off the altar, but the bone shackles still pin her down.",1
KHALAR SINGH,2
Cimmerian!!!,3
"Enraged, Khalar CHARGES Conan throwing all his skill and force into an all-out attack.",1
"Conan simply sidesteps it, then shatters the bone shackle holding one of Tamara's wrists.",1
"Before he can shatter the other, Khalar charges again.",1
"Khalar swings, Conan spins, his blade catching Khalar's just inches from his face.",1
"Conan throws Khalar off him, knocking the warlord back ten feet.",1
"Khalar's attack is feral, uncontrolled.",1
He's lost his balance.,1
"Spinning and striking blindly, Conan smashes the second shackle on her wrist.",1
"He continues his motion, bringing his sword around to meet Khalar's next strike.",1
"Now Khalar looks like the enraged amateur, and Conan the more polished warrior.",1
Their battle takes them away from the altar.,1
"With her hands free, Tamara struggles to pull the spikes out and remove the crown.",1
"THE KILLING FLOOR Conan repels another Khalar attack, this time striking Khalar's chest and drawing blood.",1
"The Guardsmen arrive from the other side of the cave, drawing their swords.",1
"Khalar waves them off, his fury aimed at the Cimmerian.",1
KHALAR SINGH,2
The Queen.,3
THE ALTAR,2
"In agony, Tamara pulls one of the spikes out, then another.",1
"She pushes with all her might, lifting the crown of iron off",1
"her bloodied head -- When the Guardsmen charge her, pin her down, and force the crown back on.",1
"THUMP, THUMP!",1
The crown spikes imbed themselves even deeper as Tamara SCREAMS.,1
The blood now fills the channels of the altar.,1
"WE FOLLOW the trail of blood, down the side of the altar, in a spiral channel around the leg, and in a wide circle around",1
the altar until reaching the channel's end -- THE FIRST DROP OF TAMARA'S BLOOD TOUCHES THE SACRIFICIAL POOL.,1
"It BOILS instantly, multiplying itself exponentially, bubbling forth and filling the entire pool.",1
AND ALL HELL BREAKS LOOSE.,1
A massive earthquake jolts the entire cave.,1
"THE KILLING FLOOR As Khalar Singh and Conan battle, the ground beneath them on the wide cave floor CRACKS and SPLINTERS.",1
THUMP-THUMP!,1
"The earthquake intensifies and the entire floor of the cave GIVES WAY, tumbling into an incredible abyss.",1
Conan and Khalar alike grab onto the only rocks they can reach to prevent them from falling further.,1
Conan ends up against one of the walls on the side of the cave.,1
Khalar clings to the rocks on the edge of the sacred pool.,1
Their bodies are illuminated by a fiery glow.,1
"They look below, searching for the source of the glow.",1
ACHERON,2
Another two hundred feet deep lies the golden spired city of ancient Acheron.,1
"The cave is but a forechamber, the slightest taste of the true glory and horror of Acheron.",1
"And as they stare down into the ancient city, the shadows there MOVE.",1
Is it a trick of the light?,1
No.,1
"Whatever the dark forms are, they are coming this way, climbing the tallest demonic spires and leaping impossibly far to climb up after Conan and Khalar Singh.",1
Khalar gazes down at the city with wide eyes.,1
KHALAR SINGH,2
THE ALTAR,2
"Tamara, her body's blood nearly drained, is still shackled to the altar, which now teeters over the edge of chasm, poised to fall into the fiery depths.",1
TAMARA,2
Shackle her!,3
Beyond my dreams -- Conan!!!,3
CONAN,2
"On the other side of the abyss, Conan spots her and scales the cave wall, up to a tiered plateau.",1
"He moves quickly, trying to get to Tamara.",1
KHALAR SINGH,2
"Khalar watches, entranced, as the first of the creatures rises out of the pit.",1
"They climb the walls like insects, clinging to the walls, their heads swiveling like a praying mantis.",1
ACHERONIAN WARRIORS,2
"The look like the statues above -- a hybrid -- part human, part demon.",1
"Their skin is a perfect black, armor carved of black bone, faces once human but now demonic with blood red eyes and gnashing teeth.",1
"They advance on Khalar Singh, who is furthest down now that Conan climbs upward towards Tamara.",1
KHALAR SINGH,2
(IN ACHERONIAN),4
"I am Khalar Singh, King of Acheron.",3
I command you to kneel!,3
"And this demonic horde advances right for him, their razor sharp teeth bared.",1
"Unsure, Khalar grips his tulwars tight.",1
"The demonic creatures draw close, and they -- kneel.",1
They climb out of the abyss and immediately lower their heads before Khalar Singh.,1
"Out of the corner of his eye, Khalar spots Conan, drawing near.",1
KHALAR SINGH,2
(IN ACHERONIAN),4
Show him the might of the army of Acheron!,3
But they do not rush to follow the order.,1
They stir.,1
One of them with more ornate bone armor than the rest looks over at Khalar's Guardsmen.,1
ACHERONIAN COMMANDER,2
(IN ACHERONIAN),4
"First, we feed.",3
Its voice is somewhere between a whisper and a hiss.,1
KHALAR SINGH,2
Fine.,3
Take your fill.,3
I will kill him myself.,3
CONAN,2
"Conan is on an intercept course with Tamara, leaping across chasms from statue to statue.",1
"Just below him, the first wave of Acheronian Warriors reach the Khalar's remaining Guardsmen.",1
KHALAR'S GUARDSMEN,2
"Khalar's Guardsmen, who have been watching the events with mouths agape, realize the danger too late.",1
The horde of Acheronian Warriors leaps on them and a massive battle ensues between the demonic warriors and the soldiers.,1
CONAN,2
"His climbing is dizzying, reminiscent of his youth scaling the cliffs of Cimmeria.",1
KHALAR,2
"Intercepts Conan just below the altar, his tulwars at the ready.",1
CONAN,2
Your story ends here.,3
"The two warriors square off, fighting even as they cling to the statues.",1
ACHERONIAN WARRIORS,2
"The demon warriors not only slay Khalar's Guardsmen, but rip their still living bodies apart, dousing themselves in the blood of their victims.",1
"It is a violent ritual, both Bacchantic and gruesome.",1
KHALAR,2
"Launches himself at Conan, his tulwars sparking off the stone statuary.",1
"Conan leaps to another statue, parrying the blows.",1
"Khalar overextends himself, and Conan's sword just barely misses his throat.",1
"Khalar pulls back, tries to settle himself.",1
"Conan's eyes narrow, he knows what Khalar is doing.",1
CONAN,2
"Like a woman, Fariq cried and begged me to spare him.",3
"Khalar ROARS in rage, launching an all-out offensive.",1
"Conan backs up slowly, waiting for his moment.",1
And it comes quickly.,1
Conan ducks below the tulwars and CUTS Khalar across the stomach.,1
"Khalar loses his balance and falls, one hand grabbing a protruding statue arm, dangling over the abyss.",1
Conan raises his sword to finish the job.,1
TAMARA ,2
Conan!!!,3
Conan glances down.,1
"The Acheronian Commander drank his fill, and now moves to the altar itself, his claw stroking Tamara's body.",1
"With one touch, the shackles open.",1
He and the Acheronian Warriors drag her pale body toward the abyss.,1
Khalar grins up at him through bloody teeth.,1
KHALAR SINGH,2
They take her to a place you can never follow.,3
"Who will you fail, Cimmerian?",3
Your father or your woman?,3
Conan leaps down to the altar.,1
The Acheronian Warriors attack.,1
"Standing atop the altar, Conan cuts down all comers, cutting his way through the enemy, working his way to Tamara.",1
CONAN,2
Tamara!!,3
"They leap on Conan, impossibly fast.",1
They stab him.,1
They cut him.,1
But he does not stop.,1
"Even wounded, he throws them into the abyss.",1
"And he reaches Tamara, just before the Commander drags her below.",1
He grabs her arm.,1
"The Commander grabs her other arm, baring his shark-like teeth.",1
BLAM!,1
Conan punches him in the mouth with his free hand and the Commander falls into the abyss.,1
The bloody Conan pulls Tamara up into his arms.,1
Only for Tamara to scream.,1
TAMARA,2
Conan!,3
Conan spins just in time as Khalar strikes.,1
"Khalar's tulwar narrowly misses, and Conan counters.",1
His father's sword runs Khalar Singh through.,1
Khalar's body falls into the abyss.,1
But the Acheronian Warriors surround them.,1
"Thousands climb out of the abyss, teeth bared, closing in on the wounded Conan.",1
"Tamara, badly weakened herself, grabs Conan.",1
TAMARA,2
"Conan, you know what you must do.",3
Kill me.,3
CONAN,2
No.,3
TAMARA,2
It is the only way to end this.,3
My death gives others life.,3
CONAN,2
I cannot.,3
TAMARA,2
You must.,3
Your parents both understood that purpose.,3
Now it is yours.,3
"Live, Conan.",3
A tear falls from Tamara's face.,1
The demonic warriors prepare to strike.,1
Conan drives his sword into Tamara's heart.,1
"The crown spikes retract and it falls from her head, tumbling into the abyss.",1
BOOM!,1
"A seismic explosion shakes everything, an unearthly GUST OF WIND pulling the Acheronian Warriors back down into the abyss.",1
ACHERONIAN CAVE,2
"The cave begins to fall, massive sections of the roof dropping in to decimate the pyramid and the city below.",1
ALTAR,2
"Conan pulls Tamara's body away, even as the world descends into dust and debris.",1
EXT.,5
CAVE ENTRANCE,5
NIGHT,6
Khalar's HORSE stands near the entrance.,1
"Conan puts Tamara's body carefully atop the horse, then mounts it himself.",1
"He positions her in front of him, his arms encircling her.",1
"Conan gives her lifeless body one last kiss, her blood staining his lips red, as his mother's did as a child.",1
EXT.,5
HIGH PLATEAU,5
DAWN,6
A blazing sun threatens to explode over the nearby mountains.,1
Conan holds a single torch in his hand.,1
His look is hard.,1
Grim.,1
"We pull back to reveal a funeral pyre, Tamara's body atop it.",1
Conan places the torch to the pyre.,1
It quickly spreads.,1
"We move in, closer and closer upon Conan's ice blue eyes, a blazing fire erupting in them.",1
A fire that will never be extinguished.,1
TAMARA ,2
"Live, Conan.",3
Live.,3
FADE TO BLACK.,0
