sentence,label
He drinks and defiantly returns Elizabeth's angry gaze.,1
"But then turns away, sits down.",1
JACK,2
"Don't be thinking I'm happy about this, Elizabeth.",3
But I see no use in wailing and gnashing my teeth over that which I can do nothing about.,3
ELIZABETH,2
"Not when you can drink instead, at least.",3
Jack tosses her a bottle.,1
JACK,2
Try it.,3
"It goes down rough, but it goes down and the second swig goes down easier.",3
Elizabeth considers.,1
Comes to a decision.,1
"She unseals the bottle, takes a swig.",1
They sit in silence for a bit.,1
ELIZABETH,2
And you will call me Miss Swann.,3
Jack toasts her: you got it.,1
Elizabeth studies her bottle... gives Jack a sidelong glance.,1
Back to her bottle,1
...,0
ELIZABETH,2
(under her breath),4
"Drink up me hearties, yo ho...",3
JACK,2
What?,3
What was that?,3
(Elizabeth smiles),4
"Something funny, Miss Swann?",3
share.,3
"Please,",3
ELIZABETH,2
Nothing ... it's nothing.,3
Just ...,3
I'm reminded of a song I learned as a child.,3
A song about pirates.,3
JACK,2
"I know a lot of songs about pirates, but none I'd teach a child.",3
Let's hear it.,3
ELIZABETH,2
"Oh, no ... it's silly.",3
"Back in England we didn't know a thing about pirates, really.",3
They seemed so romantic and daring -,3
Jack likes the way that sounds.,1
ELIZABETH,2
(looks at him),4
"That was before I met one, of course.",3
JACK,2
Now I must hear this song.,3
An authentic pirate song.,3
Have at it.,3
ELIZABETH,2
"Well, perhaps ... with a bit more to drink, I might ...",3
JACK,2
More to drink!,3
"He gathers two more bottles, tosses one to her.",1
She drops her half-finished bottle to catch it.,1
"Opens it, takes a sip.",1
JACK,2
Well?,3
"Elizabeth clears her throat, begins to sing self- consciously, becoming stronger as she goes on.",1
ELIZABETH,2
"We pillage, we plunder, we rifle, we loot, Drink up me hearties, yo ho.",3
She gestures for him to drink.,1
He does.,1
ELIZABETH,2
"We kidnap and ravage and we don't give a hoot, Drink up me hearties, yo ho -",3
EXT.,5
ISLET - BEACH - LATER,5
NIGHT,6
The middle of the night.,1
A fire BLAZES.,1
"Jack and Elizabeth are roaring drunk, arm in arm, singing the song all the way up to the stars --",1
JACK/ELIZABETH,2
"Yo ho, yo ho, a pirate's life for me!",3
"Yo ho, yo ho, it's a pirates life for me!",1
JACK,2
I LOVE this song!,3
(sings),4
"Yo ho, yo ho, a pirate's life for me!",3
"We're beggars and blighters, ne'er do well cads, Drink up me hearties, yo ho!",3
(gives it a touch of,4
Irish ballad),4
Aye but we're loved by our mums and our dads.,3
"Drink up me hearties, yo ho!",3
"They hoist their bottles, but only Jack drinks.",1
"He drains the bottle, then tosses it away.",1
JACK,2
"When I get the Black Pearl back, I'm going to teach it to the whole crew, and we'll sing it all the time!",3
ELIZABETH,2
You'll be positively the most fearsome pirates to sail the Spanish Main.,3
Elizabeth salutes the idea with her bottle.,1
Jack doesn't have a bottle to salute back.,1
She hands him hers.,1
"He drinks, then settles shakily to the ground.",1
Elizabeth sits beside him.,1
JACK,2
Not just the Spanish Main.,3
The whole ocean.,3
.. the whole world.,3
"Wherever we want to go, we go.",3
"That's what a ship is, you know.",3
Not just a keel and a hull and a deck and sails.,3
That's what a ship need_ ... but what a ship is what the Black Pearl really-is ... is freedom.,3
Elizabeth lays her head on his shoulder.,1
ELIZABETH,2
"Jack, it must be so terrible for you, to be trapped here on this island, all over again.",3
JACK,2
"Ah, well... the company is better than last time.",3
And the scenery has definitely improved.,3
ELIZABETH,2
(coy),4
Mr. Sparrow!,3
I'm not sure I've had enough rum to allow that kind of talk.,3
JACK,2
We've got a few bottles left ... and we've yet to tap the kegs.,3
Elizabeth shrugs with a sleight but promising smile.,1
"She picks up the empty bottle from the ground, holds it up.",1
ELIZABETH,2
To freedom.,3
JACK,2
To the Black Pearl.,3
They tap the bottles together.,1
Elizabeth feigns a drink as he chugs.,1
He taps his bottle against her again.,1
"She laughs, feigns another drink -",1
EXT.,5
ISLET - BEACH,5
MORNING,6
"CLOSE ON -- JACK'S FACE, dead asleep, lying in the sunlight.",1
His nose twitches.,1
A bit of SMOKE drifts by.,1
His nose twitches again.,1
His eyes open.,1
Jack GROANS and sits up.,1
"He rubs his head, looks over all of the foliage in the middle of the island is ON FIRE.",1
Smoke rises high up into the clear blue sky.,1
Jack leaps to his feet.,1
"He sees Elizabeth, as she pours out the last of the rum, dowsing a scrub brush at the base of a palm tree.",1
It goes up in FLAMES.,1
She rolls the barrel forward it starts to BURN merrily.,1
Jack can't believe his eyes.,1
JACK,2
What are you doing?,3
"You've burned our food, the shade the rum!",3
ELIZABETH,2
"Yes, the rum is gone.",3
She wipes her hands together.,1
One of the rum barrels in the fire EXPLODES.,1
JACK,2
Why?,3
ELIZABETH,2
"One, because it is a vile drink that turns even the most respectable men into scoundrels.",3
Two -,3
She points to the sky.,1
ELIZABETH,2
"That signal is over a thousand feet high, which means it can be seen for two hundred leagues in every direction.",3
The entire Royal Navy is out to sea looking for me do you think there is even a chance they could mass it?,3
JACK,2
"You you burned up the island, for a one-time chance at being spotted?",3
ELIZABETH,2
Exactly.,3
Elizabeth turns toward the sea.,1
ELIZABETH,2
"Just you wait, Captain.",3
"In an hour, maybe two, keep a 'weather eye open' and you'll be seeing white sails on that horizon!",3
"She sits down, determined.",1
"Shields her eyes, scans the water, waiting, searching.",1
Jack is speechless.,1
"He throws up his hands, stalks up the sand dune, just to get away from her.",1
EXT.,5
ISLET - LEEWARD SHORE,5
DAY,6
"At the crest of the dune, Jack stops and stares, incredulous.",1
"We come around to see what he is looking at - Past Jack, anchored the other side of the island, white sails glorious against the turquoise waters, is the H.M.S.",1
Dauntless.,1
A longboat is already being rowed toward them.,1
Jack shakes his head.,1
JACK,2
They'll be no living with her after this.,3
EXT.,5
H.M.S. DAUNTLESS - MAIN DECK,5
DAY,6
Norrington gives Elizabeth a hand disembarking from the raised long boat.,1
NORRINGTON,2
"Elizabeth, I'm"" relieved you're safe.",3
(re: Jack),4
Clap him in irons.,3
And behind his back this time.,3
ELIZABETII,2
"Commodore, you can't do that!",3
NORRINGTON,2
You're speaking up for him again?,3
ELIZABETH,2
He can locate Isla de Muerta but I doubt he'll be willing to help us from the brig.,3
JACK,2
(she's right),4
We had time to get to know each other.,3
NORRINGTON,2
"We are bound for Port Royal, not Isla de Muerta.",3
ELIZABETH,2
No.,3
The pirates have taken Will -,3
NORRINGTON,2
Your father is frantic with worry.,3
Our mission was to rescue you and return home.,3
That is what we shall do.,3
Mr. Turner's fate is regrettable.,3
But so was his decision to engage in piracy.,3
ELIZABETH,2
"Commodore, please!",3
JACK,2
"Norrington, think about it ... the Black Pearl, its captain and crew... the last pirate threat in the Caribbean.",3
How can you pass that up?,3
NORRINGTON,2
"By remembering that I serve others, not only myself.",3
ELIZABETH,2
"Commodore, I beg you please do this ... for me.",3
As a wedding gift.,3
NORRINGTON,2
I am to understand that you will accept my marriage proposal on the condition I rescue Mr. Turner?,3
ELIZABETH,2
Not as a condition a request.,3
Norrington considers.,1
To Gillette:,1
NORRINGTON,2
"Free Mister Sparrow, and prepare to come about.",3
He'll give you our heading.,3
Gillette unlocks Jack's manacles.,1
Jack raises an eyebrow.,1
JACK,2
"Congratulations, sir.",3
Crew men lead Jack toward the bridge.,1
"Sailors go about their tasks, and the ship begins its slow turn.",1
NORRINGTON,2
"Elizabeth, I hereby withdraw my proposal.",3
ELIZABETH,2
What?,3
NORRINGTON,2
I know now where your heart truly lies.,3
"Elizabeth looks at Norrington, seeing him in a new light.",1
ELIZABETH,2
"And now I know... where yours does, as well.",3
They gaze at each other for a moment.,1
Norrington looks away.,1
NORRINGTON,2
You may seclude yourself in my cabin.,3
I'm afraid we do not have any ladies' clothing aboard.,3
ELIZABETH,2
Then I can wear men's clothing.,3
NORRINGTON,2
That would hardly be proper.,3
ELIZABETH,2
"Well, I am not going to stay hidden in a some cabin, 80 I suppose it's going to be heaving bosoms and bare ankles for the remainder of the voyage!",3
"Norrington is exasperated, but then can't help but grin - this is exactly why he loves her.",1
She grins back at him - she's not going to change.,1
NORRINGTON,2
"Murtogg, take our guest below, and find her some trousers, and a shirt.",3
"Elizabeth smiles, allows herself to be escorted away.",1
Norrington watches her go ... then turns his gaze to the sea.,1
INT.,5
THE BLACK PEARL - BRIG,5
DAY,6
Pintel enters the cell.,1
"It appears empty but that's because Will is hanging from the rafters, trying to shove up the ceiling planks with his legs.",1
PINTEL,2
That ain't going to work.,3
That's the gun deck above yea,3
Will drops lightly to the deck.,1
Suddenly:,1
WILL,2
What happened to William Turner?,3
PINTEL,2
"Ah, William Turner.",3
Stupid blighter.,3
"He threw in with us after we relieved Jack Sparrow of his captaincy, but turned out, it never sat well with him- particularly after we found Cortes' treasure, and its peculiar condition.",3
"He thought we deserved to be cursed, for leaving ol' Jack to the fate we did.",3
"That's why he sent off a piece of the treasure to you, as it were: so it would never be recovered, and so cursed we_ remain.",3
WILL,2
And then he ran.,3
And he's hiding out someplace where you haven't been able to find him.,3
PINTEL,2
"That's a nice thought, to be sure, and I wager your da wishes he'd thought it hisself.",3
"But, no.",3
"See, what he'd done, _ didn't sit too well with Captain Barbossa ... so he chained a cannon to his legs and dumped him over.",3
Will reacts with shock at the account of his father's fate.,1
PINTEL,2
"Yep, last I saw of Bootstrap Bill, was his face looking up, as he sank down to the crushing black oblivion of Davy Jones' locker.",3
(sighs),4
"It was only after, we found out we needed his blood to solve the curse.",3
That's what you call ironic.,3
"Barbossa appears behind Pintel, flanked by several other pirates.",1
"He regards Will for a moment, then:",1
BARBOSSA,2
Bring him.,3
EXT.,5
H. M.. S.. DAUNTLESS - MAIN DECK,5
EVENING,6
"Jack goes to the rail and waits, pretending to look out at the sea.",1
"Elizabeth, dressed in sailor's clothes to excellent effect, joins him.",1
ELIZABETH,2
You didn't tell Commodore Norrington everything.,3
JACK,2
"Nor did you, I noticed.",3
ELIZABETH,2
He might delay the rescue ... and that would be too late.,3
JACK,2
Exactly.,3
ELIZABETH,2
These men will be facing an enemy that seemingly cannot be killed.,3
JACK,2
I have a plan.,3
"If it succeeds, then any battle will be decidedly brief ... and one-sided.",3
ELIZABETH,2
What's your plan?,3
LOOKOUT,2
LAND HO!,3
Isla de Muerta lay dark and menacing on the horizon.,1
NORRINGTON,2
Elizabeth below decks.,3
I will not compromise your safety..,3
She starts to speak; he turns away..,1
NORRINGTON,2
"Lieutenant, escort Elizabeth to my quarters, and make sure she stays there.",3
"Norrington gazes through his spyglass, at the island.",1
Jack watches with some amusement as Elizabeth is escorted away.,1
NORRINGTON,2
"I don't like the situation, mister Sparrow.",3
The island is riddled with caves.,3
I will not put my men at a disadvantage.,3
JACK,2
"Funny, I was thinking along those lines.",3
"How about you let me go in alone, and while you're setting up an ambush, I'll trick the pirates out to you.",3
NORRINGTON,2
You would do that?,3
JACK,2
They left me stranded.,3
Twice.,3
What have you got to lose?,3
NORRINGTON,2
(looks at him),4
Nothing I wouldn't be please to be rid of.,3
JACK,2
(smiles),4
I knew you'd listen to reason!,3
EXT.,5
ISLA DE MUERTA - CAVE ENTRANCE,5
EVENING,6
Torches are lit.,1
"Barbossa leads Will, guarded by Pintel and a band of pirates, into the caves.",1
EXT.,5
H.M.S. DAUNTLESS - MAIN DECK,5
NIGHT,6
A long boat is prepared to be lowered over the side.,1
Jack wraps his pistol securely in an oilskin pouch.,1
JACK,2
That chart I drew up'11 get you past the reefs.,3
"If you're steersman's good enough, that is.",3
NORRINGTON,2
I'll be at the wheel myself.,3
JACK,2
"I'll slip in, talk them into to come out, and you'll be free to blow holy high heaven the whole lot of them.",3
"The crewmen release the lines, and the boat drops -",1
INT.,5
ISLA DE MUERTA - CAVES,5
NIGHT,6
The pirate group moves deeper into the caves.,1
Will moves along unwillingly.,1
PINTEL,2
No reason to fret.,3
It's just a prick of the finger and a few drops of blood.,3
BARBOSSA,2
Turner blood doesn't flow pure in his veins.,3
(grins),4
"Best play it safe, and spill it all.",3
PINTEL,2
I guess there is a reason to fret.,3
EXT.,5
ISLA DE MUERTE,5
NIGHT,6
The Dauntless drifts into the lagoon.,1
Norrington and his men prepare to go ashore.,1
h,1
INT.,5
ISLA DE MUERTA - CAVES,5
NIGHT,6
Lit by torchlight.,1
"Will notices: a crack runs between the floor and the wall of the cave, widening into a ravine.",1
BARBOSSA,2
"Careful, now.",3
You could fall in and still be wonder'n when you'll hit dirt.,3
Will makes a decision.,1
He intentionally stumbles.,1
"Pintel shoves him forward -- Will continues forward, grabs the pirate in front of him, swings him into the wall of the cave.",1
"Catches the pirate's torch, and uses it to ward off the others.",1
WILL,2
You deserve to be cursed and remain cursed!,3
He steps to one side and drops into the ravine.,1
"The wall of the ravine becomes a loose gravel slope; Will hits it, and tumbles down, disappears into black.",1
BARBOSSA,2
Blast him!,3
"A pox on him, and his father, and the whole damnable line!",3
Fan out!,3
Find him!,3
INT.,5
DAUNTLESS - CAPTAIN'S QUARTERS,5
NIGHT,6
Elizabeth looks out the Captain's small porthole sees boats laden with Navy men headed for shore.,1
"She turns away from the porthole, wishing there was something she could do.",1
Suddenly there is a flutter at the window-- Cotton's parrot is there.,1
COTTON'S PARROT,2
Drink UP me hearties yo ho!,3
Drink UP me hearties yo ho!,3
"The bird flutters off; Elizabeth races to the porthole, and then to the stern window to see it flyaway.",1
"She looks down and there, fastened to the stern of the ship, is a small rowboat.",1
INT.,5
ISLA DEMUERTA - CAVES,5
NIGHT,6
"Will races forward, turning this way and that.",1
"He sees a light ahead, heads for it, turns a corner and runs straight into Jack.",1
JACK,2
Do you have any idea where you're going?,3
WILL,2
Jack!,3
JACK,2
Don't talk.,3
These caves magnify sound.,3
Just follow me.,3
EXT.,5
ISLA DE MUERTA - THE BEACH,5
NIGHT,6
"Norrington and men land on the beach, and spread out.",1
They silently take up positions around the main cave entrance.,1
INT.,5
CAVES,5
NIGHT,6
"Jack leads Will out of a narrow passage and stops, staring.",1
Will is a few steps behind.,1
WILL,2
Are you certain this is the right way?,3
JACK,2
It's the right way.,3
"Will join him and see what Jack is staring at: Treasure piled on treasure, sparkling, glowing, seemingly endless.",1
"At the center is the moonlit clearing, and the stone Aztec chest.",1
BARBOSSA,2
"Thank you, Jack Sparrow.",3
"The jump -- Barbossa is standing right behind them, flanked by his men.",1
The trio whirl to run more pirates emerge from hiding.,1
Nearly the entire crew of the Black Pearl is there.,1
The pirates grab Will and Jack.,1
"Will struggles, but Jack does not fight at all.",1
BARBOSSA,2
You couldn't have led him back more directly if you knew exactly where you were going.,3
"He laughs, and moves toward the stone chest.",1
"The pirates follow, dragging Will and Jack with them.",1
WILL,2
You did know where you were going!,3
You did lead us directly to them!,3
(Jack's silence confirms it),4
Why?,3
Jack looks away as Will is manhandled toward the chest.,1
Barbo8sa steps up to him (becoming skeletal in the moonlight) and puts the medallion around Will's neck.,1
He picks up the stone knife.,1
BARBOSSA,2
"What was begun by blood, let blood now end!",3
He raises the knife to Will's throat -,1
JACK,2
You don't want to be doing that.,3
Barbossa pretends to think about his words.,1
BARBOSSA,2
"No, I really think I do.",3
JACK,2
(shrugs),4
All right then.,3
That makes Barbossa pause.,1
He steps out of the moonlight.,1
BARBOSSA,2
Why don't I want to do this?,3
JACK,2
"Because, right about now, the H.M.S.",3
Dauntless is lying in wait in the harbor.,3
WILL,2
Jack!,3
JACK,2
and its guns and crew will cut you and your men to pieces the moment you step outside these caves.,3
A buzz of apprehension sweeps through the pirates.,1
PINTEL,2
Do you believe him?,3
BARBOSSA,2
No.,3
(indicates Will),4
But him I believe.,3
He is genuinely angry.,3
JACK,2
"You've no hope of surviving Norrington's attack ... that is, if you're mortal.",3
BARBOSSA,2
What're you suggesting?,3
"Jack shakes off the hands holding him, strolls toward Barbossa, Will, and the chest of coins.",1
JACK,2
Simple.,3
Don't kill the boy yet.,3
Wait for a more opportune moment.,3
"Will glares, listening to every word he says.",1
Jack scoops up a handful of coins from the chest.,1
JACK,2
(drops the coins one-by-,4
one back into the chest),4
Like after you've killed... Every... Last ... One ... of Norrington's men.,3
BARBOSSA,2
"I can't help wondering, Jack, why you're being so helpful and all?",3
"Last time you did that, it didn't end 80 well for you.",3
JACK,2
The situation has changed.,3
BARBOSSA,2
That so?,3
JACK,2
Aye.,3
"See, after you're done with the Royal Navy, you'll have a bit of a problem: the H.M.S.",3
Dauntless.,3
"There you'll be, with two lovely ships on your hands, and what to do?",3
"Of course you'll decide you deserve the bigger one, and who's to argue?",3
"The Dauntless a first-rate ship-of-line, and with it, you can rule the seas.",3
(beat),4
"But if you're Captain of the Dauntless, who's left for the Black Pearl?",3
Jack smiles and spreads his hands: me.,1
JACK,2
"I sail for you as part of your fleet, I give you fifteen percent of my plunder, and you get to introduce yourself at tea parties and brothels as 'Commodore Barbossa.'",3
(sticks out his hand),4
Do we have an accord?,3
Barbossa licks his lips.,1
It's tempting ...,1
JACK,2
"Now, you can take care of the Dauntless, right?",3
BARBOSSA,2
Men!,3
Are you up for it?,3
The pirates yell to the affirmative.,1
BARBOSSA,2
"Mr. Pintel, select five men to stay here.",3
Take the rest of the men out ... not through the caves.,3
Jack's expression falters; this he hadn't planned for.,1
JACK,2
There's ... another exit?,3
BARBOSSA,2
"Aye, for us there is.",3
EXT.,5
LAGOON - UNDERWATER,5
NIGHT,6
"Moonlight shines down into the shallow waters, brightening coral, sparkling over the rippled sand floor.",1
Suddenly all the fish SCATTER.,1
"Briefly, the waters are empty.",1
"And then FIGURES appear in the distance, seeming to waver in the shifting current.",1
"They scuffle forward, kicking up clouds of sand -- The figures resolve into the skeleton PIRATES, moving silently across the lagoon floor, swords glinting.",1
The tatters of their clothing drift in the water.,1
Their skull heads are fixed in an endless grin.,1
"The LEAD PIRATE glides forward - And stops next to a huge iron ANCHOR twice his' height, even buried halfway into the sand.",1
"A heavy CHAIN with barrel-sized links climbs up toward the surface - A SHADOW falls across the Lead Pirate he TRANSFORMS, and we see that it is Pintel.",1
"He looks up - Above, the heavy chain leads to the giant bottom hull of the H.M.S.",1
"Dauntless, silhouetted by moonlight.",1
"The huge shift drifts, again spilling moonlight below - And the pirates gathered around the anchor are once again SKELETONS, staring with upturned faces.",1
"The Pintel-skeleton puts a knife between his teeth, starts to crawl up the iron rings.",1
"Other pirates crowd forward, and soon the anchor-chain is clustered with skeletons -",1
EXT.,5
LAGOON,5
NIGHT,6
"Elizabeth has the small boat out, and rows away from the Dauntless, looking ahead over her shoulder.",1
Cotton's parrot is nowhere to be seen.,1
"In the distance, Pintel breaks the surface near the Dauntless, intent on climbing the anchor; he looks over - Just as Elizabeth rounds the point, and rocks obscure the small longboat from view.",1
"More skeleton-pirates appear, and Pintel continues his climb.",1
EXT.,5
LAGOON - DAUNTLESS,5
NIGHT,6
"Two SAILORS, alert and vigilant, stare out toward shore.",1
The island reveals nothing but blackness.,1
There is a scurrying sound bones scraping against wood - and the sailors JUMP.,1
"They listen, intently nothing.",1
TALL SAILOR,2
Ship rats.,3
Big ones.,3
SHORT SAILOR,2
(nods),4
Hate those things.,3
"They turn back toward the island, continue their vigil.",1
A long pause.,1
SHORT SAILOR,2
"Taste all right, though.",3
TALL SAILOR,2
That they do.,3
"From behind, the two sailors at the rail are well-lit by a lantern.",1
"Suddenly shadows appear, skeletons, climbing up the sailor's backs.",1
"-MOVE CLOSER and then the skeletons appear, reaching the two sailors are grabbed from behind",1
-,0
EXT.,5
DAUNTLESS - SIDE,5
NIGHT,6
"Two bodies are tossed out over the rail, hit the water with a splash.",1
EXT.,5
DAUNTLESS - SIDE,5
NIGHT,6
"Pintel looks down into the water, satisfied.",1
Puts away his knife.,1
"Notices, pulls out a long piece of seaweed from his rib cage.",1
Tosses it.,1
Turns to the others.,1
PINTEL,2
"Be quick, now.",3
"Train the starboard guns on the beach, and set your aim.",3
"Wait for my signal, we don't want to spook them.",3
The pirates hurry to comply -,1
EXT.,5
LAGOON - BLACK PEARL,5
NIGHT,6
"Elizabeth rounds the point further, and sees: the Black Pearl, anchored in the neighboring cove.",1
"A fleck of color - Cotton's parrot, as it darts in through a porthole.",1
"Elizabeth slows her efforts, silently approaching the ship.",1
EXT.,5
BLACK PEARL - MAIN DECK,5
NIGHT,6
"Four PIRATES who really ought to be keeping watch - instead have gathered wine bottles and rum casts into a pile, along apples, biscuits all the food on the ship.",1
"They act out a mock-feast, in anticipation of the curse being lifted.",1
A SKINNY skeleton offers two bottles BIG,1
BONED,5
skeleton.,1
SKINNY,2
"Which would you prefer first, good sir -rum, or wine?",3
BIG-BONES,2
"I believe I'll have a spot o' rum, if you don't mind, and thank'ee kind sir!",3
They burst out laughing a hideous sound that wheezes through their bones.,1
"Behind them, unnoticed, Elizabeth peeks cautiously around a corner.",1
"She picks her moment and sneaks past quickly, down a gangway, disappearing into the blackness of the ship.",1
EXT.,5
ISLA DE MUERTA - BEACH,5
NIGHT,6
"Gillette crouches, running low behind a line of rocks.",1
He reports to Norrington:,1
GILLETTE,2
"All the men in place, sir.",3
Ready to fire.,3
NORRINGTON,2
Wait for my order what the blazes is that?,3
It's the sound of cannon fire coming from the Dauntless.,1
Cannonballs hit the shore; men cry out in anguish.,1
NORRINGTON,2
Men!,3
Take cover!,3
The sailors scramble to find refuge -,1
INT.,5
ISLA DE MUERTA - MAIN CAVERN,5
NIGHT,6
"Will, guarded by pirates, glares at Jack.",1
WILL,2
You've been planning this from the beginning.,3
Since you learned my name.,3
Jack takes the opportunity to move toward him.,1
JACK,2
"Oh, please do I really seem that clever?",3
"Before Will can answer, Jack smoothly slips the sword from a Pirate's scabbard tosses it to Will, who catches it despite his surprise.",1
JACK,2
Use it well.,3
He draws his own sword and clobbers the Pirate.,1
Barbossa and the other pirates stare in shock -,1
BARBOSSA,2
"Confound it, Jack -- I was actually beginning to like you!",3
"Swords are drawn, and the Pirates attack.",1
"Jack and Will take on multiple opponents, each with his own style: Will parries, glissades and disarms with lightning fast and perfect form, while Jack uses his blade, fists, acrobatics and anything within reach to survive.",1
EXT.,5
ISLA DE MUERTA - BEACH,5
NIGHT,6
The sailors charge.,1
"The moon emerges from behind a cloud - Suddenly army of SKELETON PIRATES rise up from the sea, and charge the stunned sailors several men are struck down -",1
NORRINGTON,2
"Steady, men!",3
Remember we're the Navy!,3
"The sailors recover their nerve, and engage the enemy.",1
"It's a full on battle, Royal Navy against Skeleton Pirates - The Navy men are driven back, surrounded - Suddenly there is a massive BOOM of cannon fire.",1
"Norrington, in the midst of a swordfight, tries to see -",1
NORRINGTON,2
What is happening out there?,3
EXT.,5
LAGOON,5
NIGHT,6
"It's the Black Pearl, manned by Gibbs, AnaMaria and Cotton, and captained by Elizabeth, coming around the point, cannons blazing.",1
EXT.,5
H.M. S. DAUNTLESS,5
NIGHT,6
"The pirates on the ship are caught by surprise, try to turn their cannons to this new foe -",1
EXT.,5
ISLA DE MUERTA - BEACH,5
NIGHT,6
Gillette sees the Black Pearl firing on the Dauntless.,1
GILLETTE,2
They're on our side!,3
"Take heart, men!",3
The Royal Navy stand their ground and fight -,1
INT.,5
CAVE - MAIN CHAMBER,5
NIGHT,6
Only two pirates left: Barbossa and Jacoby.,1
Jacoby rounds on Will; Barbossa faces off against Jack.,1
BARBOSSA,2
"Just so you know, Jack -- I don't think you're that clever.",3
I think you're a fool.,3
A mortal fool.,3
JACK,2
Remarkable how often those two traits coincide.,3
"Jack drives him back, making Barbossa laugh.",1
BARBOSSA,2
"You can't beat me, Jack.",3
"To prove his point, he drops his own sword and catches Jack's sword with both hands.",1
Jack can't free it.,1
"Barbossa twists the sword from Jack's grip, reverses it -",1
- - AND DRIVES THE SWORD INTO JACK'S CHEST.,4
"Will battling Jacoby, sees it he smashes Jacoby in the jaw, crumpling him",1
WILL,2
Jack!,3
Jack stares down at the sword jutting from his chest.,1
"He takes a few steps backward, toward the Aztec gold when he steps into the moonlight, JACK BECOME SKELETAL.",1
JACK,2
"Well, isn't that interesting.",3
Skeleton Jack pulls the sword from his chest.,1
He pulls something from his pocket: one of the Aztec coins.,1
JACK,2
"They're so pretty, I just couldn't resist stealing one.",3
"It's a curse, I guess.",3
"Barbossa grabs up his sword, and rushes Jack.",1
"Both men are in moonlight now, two skeletons in pitched battle.",1
BARBOSSA,2
"So what now, Jack Sparrow?",3
"Are we to be two immortals, locked in epic battle until the trumpets of Judgment Day?",3
JACK,2
Or you could surrender.,3
"He shoves Barbossa back, out of the moonlight.",1
"Barbossa stalks the room, his attention focused on Jack.",1
BARBOSSA,2
"Or I could chain you to a cannonball and drop you in the deepest part of the ocean, where you can contemplate your folly forever.",3
Barbossa charges -,1
A SHOT RINGS OUT -,5
"Jack stands out of the moonlight, flesh and blood again, holding his smoking pistol, still aimed at Barbossa.",1
BARBOSSA,2
Hah.,3
"Ten years you carried that pistol, and you end up wasting your shot.",3
WILL,2
He didn't waste it.,3
"Will stands over the Aztec chest, holding a bloody sword, his left hand in a fist.",1
"He opens the fist the medallion, blood covering it, drops from his hand, revealing the cut in his palm.",1
"Barbossa stares, then looks down at his chest.",1
Blood blossoms on his shirt around the bullet hole.,1
It spreads quickly.,1
"Barbossa clutches his chest, his face registering pain for the first time in years.",1
"Barbossa falls heavily to the ground, dead.",1
Jack blows the smoke from the barrel of his pistol... tosses it away.,1
EXT.,5
ISLA DE MUERTA - BEACH,5
NIGHT,6
Murtogg FIRES a pistol at a pirate.,1
"The pirate is hit, screams in pain, and crumples to the ground.",1
Mullroy runs through another with his sword.,1
"The pirates react to the sight, and quickly realize their peril.",1
They set their weapons down in surrender.,1
EXT.,5
ISLA DE MUERTA - LAGOON,5
NIGHT,6
"The Black Pearl comes alongside the Dauntless, and Jack's crew swarm across, overwhelming the pirates.",1
"The sailors on the beach see it, and CHEER.",1
INT.,5
ISLA DE MUERTE - CAVE - MAIN CAVERN,5
NIGHT,6
Will wraps a cloth around his palm; Jack joins him near the chest.,1
WILL,2
"Well, you're the worst pirate I've ever heard of.",3
(smiles),4
"You're a man who can be trusted, who can be counted on, and who can It betray his friends.",3
What kind of pirate is that?,3
JACK,2
(admits it),4
The worst.,3
(beat),4
"On the other hand, maybe I'm a man who can't pass up a chance for revenge against the black-hearted bastard who stole my ship and left me to die in the middle of the ocean twice!",3
and who knows how to get what he wants.,3
Now that's a great pirate.,3
"Jack cuts his palm, grips the coin he stole above the chest ... and then hesitates.",1
Will looks at him... Jack releases the coin.,1
It lands in the chest beside the other bloody coin.,1
"Suddenly, the lid of the chest, all on its own, SLAMS SHUT.",1
Elizabeth stares at it.,1
WILL,2
Let's get out of here.,3
EXT.,5
ISLA DE MUERTA - BEACH - NIGHT,5
LATER,6
"Jack, Will, and Norrington gather together on the beach.",1
Elizabeth calls out:,1
ELIZABETH,2
You're all right!,3
The three men turn as one.,1
An awkward moment which of them does she mean?,1
"Elizabeth races across the sand, toward them and straight to Will.",1
She throws her arms around his neck in a hug.,1
WILL,2
Miss Swann are you wearing trousers?,3
And how did you get off the island?,3
Elizabeth can't believe that's what he noticed.,1
"Indignant, she steps away from him.",1
ELIZABETH,2
"Yes, I am wearing trousers.",3
"And as for how we got off the island ah, that's a grand adventure, but now is not the time to talk about it.",3
"She reaches a hand behind his neck, decisively kisses him.",1
ELIZABETH,2
There.,3
And don't you dare tell me that wasn't a proper kiss!,3
WILL,2
"Elizabeth, I think it doesn't matter- that we are of a different class -",3
ELIZABETH,2
It doesn't!,3
WILL,2
but that was not a proper kiss.,3
Pure consternation on Elizabeth's face -,1
WILL,2
This is a proper kiss.,3
"Will sweeps her in his arms, leans her back, and kisses her long and well - Jack puts a hand on Norrington's shoulder.",1
JACK,2
Tough luck.,3
I was rooting for you.,3
EXT.,5
PORT ROYAL - FORT CHARLES,5
DAY,6
"Close on: Will's face, stoic, staring forward.",1
He stands straight and unmoving.,1
"Around him are members of the Royal Navy, standing before for a group of witnesses from town.",1
It is the courtyard on the top of Fort Charles.,1
A trial is underway with Will as the defendant.,1
NORRINGTON,2
